;;;;;;;;;
Informações de Saúde;;;;;;;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;;;;;;;
Ajuda;;;;;;;;;
Notas Técnicas;;;;;;;;;
DATASUS;;;;;;;;;
Instalações sanitárias - Brasil;;;;;;;;;
Moradores por Instalações sanitárias segundo Município;;;;;;;;;
Período: 2010;;;;;;;;;
Município;Rede geral de esgoto ou pluvial;Fossa séptica;Fossa rudimendar;Vala;Rio, lago ou mar;Outro escoadouro;Não tem instalação sanitária;Total;
Fonte: IBGE - Censos Demográficos de 1991, 2000 e 2010;;;;;;;;;
Consulte o site da Secretaria Estadual de Saúde para mais informações.;;;;;;;;;
;;;;;;;;;
311290 CAPUTIRA;4.360;84;669;431;2.977;459;40;9.020;
311300 CARAI;7.013;900;7.509;618;2.042;159;4.046;22.287;
311310 CARANAIBA;1.148;194;926;331;600;68;20;3.287;
311320 CARANDAI;16.117;156;2.364;276;3.981;282;119;23.295;
311330 CARANGOLA;21.811;624;1.456;947;6.728;445;21;32.032;
311340 CARATINGA;58.079;2.216;4.959;1.302;16.879;894;177;84.506;
311350 CARBONITA;5.733;183;2.606;117;221;80;169;9.109;
311360 CAREACU;4.537;239;815;246;406;2;6;6.251;
311370 CARLOS CHAGAS;12.259;676;4.311;241;1.809;124;552;19.972;
311380 CARMESIA;1.231;391;129;11;573;34;65;2.434;
311390 CARMO DA CACHOEIRA;8.902;645;1.618;106;259;88;17;11.635;
311400 CARMO DA MATA;8.557;127;1.735;54;342;33;16;10.864;
311410 CARMO DE MINAS;9.485;856;974;155;2.067;125;8;13.670;
311420 CARMO DO CAJURU;15.702;1.811;2.269;6;97;23;9;19.917;
311430 CARMO DO PARANAIBA;24.591;1.736;2.073;543;92;181;129;29.345;
311440 CARMO DO RIO CLARO;14.638;648;4.623;87;262;30;6;20.294;
311450 CARMOPOLIS DE MINAS;11.983;422;4.008;15;476;17;22;16.943;
311455 CARNEIRINHO;5.841;83;3.406;20;7;30;24;9.411;
311460 CARRANCAS;2.405;532;574;14;342;13;11;3.891;
311470 CARVALHOPOLIS;2.416;17;856;-;19;3;4;3.315;
311480 CARVALHOS;1.976;115;561;227;1.528;93;30;4.530;
311490 CASA GRANDE;1.164;267;321;33;438;10;10;2.243;
311500 CASCALHO RICO;1.026;24;1.729;5;4;28;19;2.835;
311510 CASSIA;13.833;170;3.108;50;116;31;9;17.317;
311520 CONCEICAO DA BARRA DE MINAS;1.529;14;2.203;32;72;37;39;3.926;
311530 CATAGUASES;58.892;536;733;700;8.023;382;39;69.305;
311535 CATAS ALTAS;4.106;176;438;22;59;11;21;4.833;
311540 CATAS ALTAS DA NORUEGA;1.327;180;706;264;828;67;88;3.460;
311545 CATUJI;1.803;818;2.286;240;598;139;789;6.673;
311547 CATUTI;121;27;4.611;4;-;-;329;5.092;
311550 CAXAMBU;20.666;477;91;60;210;8;9;21.521;
311560 CEDRO DO ABAETE;310;6;844;40;-;3;6;1.209;
311570 CENTRAL DE MINAS;4.668;150;470;462;918;74;23;6.765;
311580 CENTRALINA;151;3.941;6.115;6;5;18;5;10.241;
311590 CHACARA;1.854;384;97;56;372;25;2;2.790;
311600 CHALE;2.170;120;405;274;2.130;468;24;5.591;
311610 CHAPADA DO NORTE;2.343;634;8.458;437;32;977;2.292;15.173;
311615 CHAPADA GAUCHA;109;2.014;5.509;50;5;415;2.616;10.718;
311620 CHIADOR;1.641;185;14;601;311;10;8;2.770;
311630 CIPOTANEA;2.484;33;2.191;73;1.341;287;109;6.518;
311640 CLARAVAL;2.241;22;1.995;4;214;37;10;4.523;
311650 CLARO DOS POCOES;1.924;414;4.946;46;-;1;439;7.770;
311660 CLAUDIO;20.155;2.835;1.545;76;688;108;21;25.428;
311670 COIMBRA;3.613;213;526;111;2.514;35;6;7.018;
311680 COLUNA;3.245;833;3.211;236;950;94;394;8.963;
311690 COMENDADOR GOMES;1.428;271;1.066;64;16;102;22;2.969;
311700 COMERCINHO;2.138;471;4.540;42;65;43;987;8.286;
311710 CONCEICAO DA APARECIDA;5.797;376;3.379;41;149;3;10;9.755;
311720 CONCEICAO DAS PEDRAS;1.905;58;184;10;507;76;8;2.748;
311730 CONCEICAO DAS ALAGOAS;19.118;1.103;2.428;10;45;11;17;22.732;
311740 CONCEICAO DE IPANEMA;1.569;463;194;302;1.759;126;31;4.444;
311750 CONCEICAO DO MATO DENTRO;8.038;236;5.363;463;2.391;294;1.032;17.817;
311760 CONCEICAO DO PARA;2.684;14;2.180;22;184;36;15;5.135;
311770 CONCEICAO DO RIO VERDE;10.897;579;682;177;341;143;24;12.843;
311780 CONCEICAO DOS OUROS;7.561;351;1.518;21;856;23;4;10.334;
311783 CONEGO MARINHO;8;14;5.519;50;8;78;1.409;7.086;
311787 CONFINS;74;58;5.781;-;-;-;1;5.914;
311790 CONGONHAL;7.620;589;1.604;28;469;45;-;10.355;
311800 CONGONHAS;37.269;765;3.849;871;5.172;451;57;48.434;
311810 CONGONHAS DO NORTE;932;331;3.078;4;49;35;494;4.923;
311820 CONQUISTA;5.360;193;837;4;22;59;-;6.475;
311830 CONSELHEIRO LAFAIETE;102.701;1.797;4.406;438;6.038;449;114;115.943;
311840 CONSELHEIRO PENA;16.236;769;3.638;652;573;112;80;22.060;
311850 CONSOLACAO;939;8;235;198;329;5;4;1.718;
311860 CONTAGEM;527.515;25.621;27.893;5.262;10.353;3.337;238;600.219;
311870 COQUEIRAL;6.450;54;2.673;12;36;23;7;9.255;
311880 CORACAO DE JESUS;3.768;848;17.192;350;23;536;3.167;25.884;
311890 CORDISBURGO;2.620;157;5.514;60;17;61;195;8.624;
311900 CORDISLANDIA;2.604;89;567;62;57;4;-;3.383;
311910 CORINTO;14.791;5.234;3.226;72;20;46;342;23.731;
311920 COROACI;4.290;1.137;2.797;204;1.405;79;322;10.234;
311930 COROMANDEL;18.922;1.677;6.397;30;6;31;229;27.292;
311940 CORONEL FABRICIANO;89.697;630;1.533;328;10.232;663;157;103.240;
311950 CORONEL MURTA;3.824;328;3.384;155;306;110;986;9.093;
311960 CORONEL PACHECO;1.907;31;248;232;504;49;8;2.979;
311970 CORONEL XAVIER CHAVES;1.704;500;773;24;276;17;7;3.301;
311980 CORREGO DANTA;1.929;43;1.218;40;16;52;68;3.366;
311990 CORREGO DO BOM JESUS;1.733;29;1.145;2;807;-;8;3.724;
311995 CORREGO FUNDO;1.406;210;4.065;21;38;11;10;5.761;
312000 CORREGO NOVO;1.946;109;460;174;339;62;33;3.123;
312010 COUTO DE MAGALHAES DE MINAS;3.020;30;1.049;9;36;5;32;4.181;
312015 CRISOLITA;2.769;111;1.533;922;205;114;384;6.038;
312020 CRISTAIS;8.684;291;2.041;60;47;46;46;11.215;
312030 CRISTALIA;1.025;1.238;2.200;13;-;36;1.228;5.740;
312040 CRISTIANO OTONI;3.460;30;665;49;778;12;6;5.000;
312050 CRISTINA;5.443;80;86;357;4.137;19;16;10.138;
312060 CRUCILANDIA;2.703;82;1.457;19;409;13;7;4.690;
312070 CRUZEIRO DA FORTALEZA;3.386;260;246;12;8;5;1;3.918;
312080 CRUZILIA;12.865;189;930;58;472;14;7;14.535;
312083 CUPARAQUE;3.678;238;249;139;322;19;22;4.667;
312087 CURRAL DE DENTRO;2.715;30;3.767;42;12;6;317;6.889;
312090 CURVELO;52.691;8.064;11.911;237;21;129;611;73.664;
312100 DATAS;3.567;58;1.313;64;102;12;82;5.198;
312110 DELFIM MOREIRA;3.936;553;341;503;2.544;44;18;7.939;
312120 DELFINOPOLIS;4.672;612;1.454;11;24;7;1;6.781;
312125 DELTA;6.820;763;209;3;25;-;6;7.826;
312130 DESCOBERTO;3.693;309;120;89;531;6;-;4.748;
312140 DESTERRO DE ENTRE RIOS;3.229;34;3.237;136;262;36;39;6.973;
312150 DESTERRO DO MELO;1.082;14;174;397;1.259;55;12;2.993;
312160 DIAMANTINA;33.462;1.339;5.732;1.010;2.331;373;1.268;45.515;
312170 DIOGO DE VASCONCELOS;1.019;508;43;46;2.063;132;28;3.839;
312180 DIONISIO;6.306;96;836;102;1.249;83;20;8.692;
312190 DIVINESIA;1.465;47;319;12;1.445;4;-;3.292;
312200 DIVINO;9.518;247;2.681;1.397;4.453;621;47;18.964;
312210 DIVINO DAS LARANJEIRAS;3.448;195;269;560;267;137;46;4.922;
312220 DIVINOLANDIA DE MINAS;4.135;36;939;4;1.760;19;105;6.998;
312230 DIVINOPOLIS;184.059;6.789;18.842;193;1.554;319;79;211.835;
312235 DIVISA ALEGRE;21;119;5.626;-;-;11;94;5.871;
312240 DIVISA NOVA;4.340;36;1.280;13;58;-;12;5.739;
312245 DIVISOPOLIS;833;29;7.508;69;24;38;450;8.951;
312247 DOM BOSCO;973;614;1.973;34;-;80;129;3.803;
312250 DOM CAVATI;3.937;136;106;210;790;10;2;5.191;
312260 DOM JOAQUIM;2.381;156;730;31;887;111;214;4.510;
312270 DOM SILVERIO;2.463;20;140;17;2.496;7;12;5.155;
312280 DOM VICOSO;1.818;61;115;162;796;26;13;2.991;
312290 DONA EUSEBIA;3.231;116;247;115;2.096;157;2;5.964;
312300 DORES DE CAMPOS;7.465;48;898;21;752;19;31;9.234;
312310 DORES DE GUANHAES;1.425;253;464;178;1.997;696;182;5.195;
312320 DORES DO INDAIA;11.961;237;1.323;78;13;21;26;13.659;
312330 DORES DO TURVO;1.404;20;555;136;2.236;69;18;4.438;
312340 DORESOPOLIS;1.134;134;164;-;2;1;3;1.438;
312350 DOURADOQUARA;1.228;11;571;6;-;16;2;1.834;
312352 DURANDE;2.414;273;523;289;3.536;358;22;7.415;
312360 ELOI MENDES;20.427;1.571;2.766;53;226;46;31;25.120;
312370 ENGENHEIRO CALDAS;7.052;787;838;284;1.083;196;32;10.272;
312380 ENGENHEIRO NAVARRO;1.528;83;5.279;6;-;-;178;7.074;
312385 ENTRE FOLHAS;2.857;50;569;121;1.538;28;8;5.171;
312390 ENTRE RIOS DE MINAS;8.653;543;4.400;158;306;50;40;14.150;
312400 ERVALIA;8.586;402;205;140;8.318;210;16;17.877;
312410 ESMERALDAS;11.977;3.124;42.477;1.358;652;125;201;59.914;
312420 ESPERA FELIZ;11.509;642;3.928;978;4.985;673;12;22.727;
312430 ESPINOSA;174;508;27.404;329;15;257;2.296;30.983;
312440 ESPIRITO SANTO DO DOURADO;2.143;37;1.381;367;423;50;25;4.426;
312450 ESTIVA;5.611;261;3.208;276;1.400;35;29;10.820;
312460 ESTRELA DALVA;1.634;113;30;406;247;30;9;2.469;
312470 ESTRELA DO INDAIA;1.479;419;1.564;2;13;8;8;3.493;
312480 ESTRELA DO SUL;4.919;558;1.537;27;299;22;31;7.393;
312490 EUGENOPOLIS;7.168;459;1.201;868;692;78;17;10.483;
312500 EWBANK DA CAMARA;3.381;41;-;25;270;7;-;3.724;
312510 EXTREMA;19.810;2.153;5.689;115;609;55;22;28.453;
312520 FAMA;1.176;31;1.117;2;-;8;5;2.339;
312530 FARIA LEMOS;2.047;73;353;167;678;33;10;3.361;
312540 FELICIO DOS SANTOS;3;23;4.818;19;-;32;235;5.130;
312550 SAO GONCALO DO RIO PRETO;68;80;2.826;7;-;15;40;3.036;
312560 FELISBURGO;4.410;38;1.613;259;129;49;262;6.760;
312570 FELIXLANDIA;1.758;92;11.758;38;5;79;284;14.014;
312580 FERNANDES TOURINHO;1.924;28;554;10;265;232;8;3.021;
312590 FERROS;2.291;460;731;518;6.040;449;270;10.759;
312595 FERVEDOURO;3.969;41;825;887;4.313;260;18;10.313;
312600 FLORESTAL;5.015;127;1.142;26;244;15;1;6.570;
312610 FORMIGA;56.109;1.970;4.396;91;1.723;120;92;64.501;
312620 FORMOSO;10;927;6.110;195;3;118;722;8.085;
312630 FORTALEZA DE MINAS;2.932;41;994;43;37;-;6;4.053;
312640 FORTUNA DE MINAS;1.026;324;1.341;4;-;1;-;2.696;
312650 FRANCISCO BADARO;575;895;6.625;433;38;314;1.328;10.208;
312660 FRANCISCO DUMONT;401;356;3.722;17;2;13;328;4.839;
312670 FRANCISCO SA;10.056;1.213;9.807;97;27;82;3.139;24.421;
312675 FRANCISCOPOLIS;2.307;135;2.169;101;91;407;580;5.790;
312680 FREI GASPAR;2.841;169;1.910;181;205;64;493;5.863;
312690 FREI INOCENCIO;5.856;61;1.939;449;226;24;131;8.686;
312695 FREI LAGONEGRO;588;20;1.775;196;487;100;151;3.317;
312700 FRONTEIRA;12.239;1.162;432;7;67;5;7;13.919;
312705 FRONTEIRA DOS VALES;2.024;63;1.470;72;282;334;422;4.667;
312707 FRUTA DE LEITE;2;37;3.967;67;5;35;1.816;5.929;
312710 FRUTAL;45.116;1.461;6.316;44;32;95;53;53.117;
312720 FUNILANDIA;1.195;243;2.271;11;7;2;10;3.739;
312730 GALILEIA;4.952;211;1.006;304;327;89;25;6.914;
312733 GAMELEIRAS;3;33;4.097;4;-;33;940;5.110;
312735 GLAUCILANDIA;668;41;2.156;35;-;-;58;2.958;
312737 GOIABEIRA;2.023;38;326;314;277;49;13;3.040;
312738 GOIANA;2.727;171;407;87;252;-;2;3.646;
312740 GONCALVES;1.281;542;1.251;311;783;4;17;4.189;
312750 GONZAGA;2.720;64;1.297;82;1.597;31;107;5.898;
312760 GOUVEIA;7.443;1.085;2.793;62;9;26;217;11.635;
312770 GOVERNADOR VALADARES;240.144;2.486;9.825;1.897;5.640;623;902;261.517;
312780 GRAO MOGOL;3.083;1.760;5.939;119;8;563;3.461;14.933;
312790 GRUPIARA;13;10;1.318;3;-;12;12;1.368;
312800 GUANHAES;21.694;935;1.718;193;5.695;200;644;31.079;
312810 GUAPE;8.558;1.153;3.957;17;41;17;54;13.797;
312820 GUARACIABA;3.158;607;1.628;68;3.900;741;45;10.147;
312825 GUARACIAMA;26;698;3.830;19;-;22;121;4.716;
312830 GUARANESIA;16.335;1.541;35;20;548;6;13;18.498;
312840 GUARANI;5.786;544;263;438;1.365;171;5;8.572;
312850 GUARARA;3.469;4;-;9;121;304;5;3.912;
312860 GUARDA-MOR;3.439;150;2.723;24;12;10;168;6.526;
312870 GUAXUPE;45.095;1.124;2.197;59;637;57;5;49.174;
312880 GUIDOVAL;4.468;159;477;431;1.566;55;26;7.182;
312890 GUIMARANIA;5.716;214;1.130;124;49;15;2;7.250;
312900 GUIRICEMA;3.445;502;725;791;2.688;492;31;8.674;
312910 GURINHATA;2.648;51;3.109;37;35;52;40;5.972;
312920 HELIODORA;4.240;221;354;296;965;12;3;6.091;
312930 IAPU;6.068;461;1.540;384;1.611;199;26;10.289;
312940 IBERTIOGA;3.186;345;703;78;627;15;43;4.997;
312950 IBIA;18.846;643;2.906;155;336;66;70;23.022;
312960 IBIAI;47;105;6.935;73;3;183;446;7.792;
312965 IBIRACATU;91;1.350;4.025;61;-;111;506;6.144;
312970 IBIRACI;8.513;1.425;1.885;26;99;3;14;11.965;
312980 IBIRITE;126.211;6.533;14.842;3.127;6.640;1.214;160;158.727;
312990 IBITIURA DE MINAS;2.267;523;150;20;346;50;2;3.358;
313000 IBITURUNA;2.468;150;119;1;98;5;3;2.844;
313005 ICARAI DE MINAS;1.149;5.146;2.221;33;6;138;2.008;10.701;
313010 IGARAPE;20.781;1.693;11.139;179;753;104;45;34.694;
313020 IGARATINGA;6.697;206;2.169;8;96;33;5;9.214;
313030 IGUATAMA;6.464;606;724;92;23;43;16;7.968;
313040 IJACI;4.313;413;1.107;10;6;1;4;5.854;
313050 ILICINEA;8.860;181;2.342;9;26;6;26;11.450;
313055 IMBE DE MINAS;1.834;264;1.556;259;2.297;162;43;6.415;
313060 INCONFIDENTES;3.762;636;839;142;1.477;41;7;6.904;
313065 INDAIABIRA;983;253;4.874;319;-;48;848;7.325;
313070 INDIANOPOLIS;3.712;196;2.218;9;36;9;3;6.183;
313080 INGAI;1.534;298;731;2;9;41;-;2.615;
313090 INHAPIM;8.987;2.521;1.318;996;9.581;567;201;24.171;
313100 INHAUMA;949;807;3.908;20;35;5;16;5.740;
313110 INIMUTABA;3.012;82;3.411;19;21;40;114;6.699;
313115 IPABA;11.956;454;2.610;80;1.093;37;57;16.287;
313120 IPANEMA;12.388;303;932;763;2.704;908;85;18.083;
313130 IPATINGA;231.378;1.130;2.369;440;2.257;312;198;238.084;
313140 IPIACU;3.730;72;273;5;7;5;1;4.093;
313150 IPUIUNA;5.759;28;780;580;2.285;7;-;9.439;
313160 IRAI DE MINAS;5.172;432;707;61;50;11;17;6.450;
313170 ITABIRA;97.342;3.332;2.961;767;4.368;447;211;109.428;
313180 ITABIRINHA;7.123;143;734;788;1.643;122;83;10.636;
313190 ITABIRITO;37.889;1.618;3.047;142;2.445;80;21;45.242;
313200 ITACAMBIRA;196;147;3.311;31;9;31;1.227;4.952;
313210 ITACARAMBI;1.593;5.325;9.749;44;11;69;891;17.682;
313220 ITAGUARA;8.949;932;1.761;35;517;71;30;12.295;
313230 ITAIPE;3.690;424;5.406;45;410;43;1.735;11.753;
313240 ITAJUBA;80.522;820;1.022;2.878;4.529;137;32;89.940;
313250 ITAMARANDIBA;17.308;471;12.083;181;744;115;1.020;31.922;
313260 ITAMARATI DE MINAS;2.913;212;97;198;647;2;5;4.074;
313270 ITAMBACURI;9.665;3.663;5.584;408;1.594;369;1.274;22.557;
313280 ITAMBE DO MATO DENTRO;991;223;530;97;281;124;29;2.275;
313290 ITAMOGI;7.635;25;2.598;11;4;5;3;10.281;
313300 ITAMONTE;9.202;1.090;1.269;596;1.693;21;9;13.880;
313310 ITANHANDU;11.819;237;320;453;1.244;21;2;14.096;
313320 ITANHOMI;7.158;236;967;549;2.242;585;62;11.799;
313330 ITAOBIM;3.233;1.620;13.574;100;245;138;1.952;20.862;
313340 ITAPAGIPE;9.418;657;3.176;72;37;73;6;13.439;
313350 ITAPECERICA;14.977;673;4.594;136;660;155;62;21.257;
313360 ITAPEVA;4.752;1.332;2.150;186;145;15;6;8.586;
313370 ITATIAIUCU;6.040;1.367;2.317;8;125;30;25;9.912;
313375 ITAU DE MINAS;14.390;20;373;8;108;1;7;14.907;
313380 ITAUNA;80.183;1.461;3.097;54;55;44;11;84.905;
313390 ITAVERAVA;1.596;152;1.478;353;1.958;138;124;5.799;
313400 ITINGA;5.121;1.220;5.220;108;26;114;2.580;14.389;
313410 ITUETA;3.156;85;1.842;471;135;94;35;5.818;
313420 ITUIUTABA;90.477;675;4.759;59;376;96;216;96.658;
313430 ITUMIRIM;3.030;510;2.438;1;133;6;6;6.124;
313440 ITURAMA;30.040;309;3.501;10;25;96;50;34.031;
313450 ITUTINGA;1.351;573;1.864;23;10;43;47;3.911;
313460 JABOTICATUBAS;6.060;2.049;8.271;53;251;98;220;17.002;
313470 JACINTO;5.420;86;4.293;456;584;302;900;12.041;
313480 JACUI;4.113;88;2.994;43;172;15;29;7.454;
313490 JACUTINGA;19.036;1.233;1.319;277;713;12;14;22.604;
313500 JAGUARACU;2.117;240;90;6;462;31;25;2.971;
313505 JAIBA;4.291;2.058;24.513;42;-;391;2.122;33.417;
313507 JAMPRUCA;2.205;133;1.013;592;786;29;258;5.016;
313510 JANAUBA;7.690;2.374;54.776;73;1;85;1.394;66.393;
313520 JANUARIA;7.801;16.418;32.505;194;16;454;7.739;65.127;
313530 JAPARAIBA;2.455;4;1.430;-;-;-;-;3.889;
313535 JAPONVAR;20;70;6.551;54;11;126;1.452;8.284;
313540 JECEABA;2.359;213;1.893;64;786;48;25;5.388;
313545 JENIPAPO DE MINAS;1.391;723;3.175;122;5;77;1.593;7.086;
313550 JEQUERI;6.851;325;1.017;1.689;2.066;571;280;12.799;
313560 JEQUITAI;83;55;6.962;27;18;51;718;7.914;
313570 JEQUITIBA;1.123;142;3.795;8;-;20;54;5.142;
313580 JEQUITINHONHA;7.372;1.356;11.806;194;170;428;2.605;23.931;
313590 JESUANIA;3.470;85;801;53;317;8;12;4.746;
313600 JOAIMA;8.692;224;3.226;170;818;271;1.484;14.885;
313610 JOANESIA;1.274;108;369;318;2.749;452;144;5.414;
313620 JOAO MONLEVADE;67.833;185;951;329;3.559;418;53;73.328;
313630 JOAO PINHEIRO;33.340;2.679;7.415;392;65;386;584;44.861;
313640 JOAQUIM FELICIO;1.231;6;2.612;39;3;42;337;4.270;
313650 JORDANIA;6.497;59;811;847;265;821;923;10.223;
313652 JOSE GONCALVES DE MINAS;1.301;112;2.572;84;23;21;432;4.545;
313655 JOSE RAYDAN;1.334;54;1.712;122;842;123;160;4.347;
313657 JOSENOPOLIS;1.266;982;1.252;203;-;266;592;4.561;
313660 NOVA UNIAO;3.220;583;1.219;86;312;62;17;5.499;
313665 JUATUBA;10.163;1.246;10.437;15;172;36;14;22.083;
313670 JUIZ DE FORA;477.510;4.602;6.212;2.817;18.496;2.759;255;512.651;
313680 JURAMENTO;1.584;52;2.325;10;10;14;109;4.104;
313690 JURUAIA;4.811;32;3.773;22;548;6;6;9.198;
313695 JUVENILIA;22;387;4.420;210;9;23;626;5.697;
313700 LADAINHA;2.733;388;10.421;152;156;298;2.779;16.927;
313710 LAGAMAR;5.250;135;1.882;168;3;33;90;7.561;
313720 LAGOA DA PRATA;43.485;503;1.465;21;31;15;43;45.563;
313730 LAGOA DOS PATOS;29;8;3.739;5;3;-;422;4.206;
313740 LAGOA DOURADA;7.350;59;3.676;106;513;455;61;12.220;
313750 LAGOA FORMOSA;12.502;78;4.012;263;14;117;70;17.056;
313753 LAGOA GRANDE;2.873;204;5.029;119;13;56;96;8.390;
313760 LAGOA SANTA;21.087;7.496;23.470;67;76;24;79;52.299;
313770 LAJINHA;7.652;393;1.622;1.129;8.574;137;28;19.535;
313780 LAMBARI;14.163;558;2.642;276;1.804;22;8;19.473;
313790 LAMIM;950;42;682;10;1.713;35;14;3.446;
313800 LARANJAL;5.109;126;168;35;1.004;-;9;6.451;
313810 LASSANCE;153;94;5.857;76;10;63;212;6.465;
313820 LAVRAS;85.053;1.651;3.429;264;974;203;68;91.642;
313830 LEANDRO FERREIRA;2.081;300;711;24;24;10;16;3.166;
313835 LEME DO PRADO;2.816;25;1.491;131;33;204;78;4.778;
313840 LEOPOLDINA;42.434;1.748;673;2.164;3.729;116;34;50.898;
313850 LIBERDADE;3.672;190;732;330;207;151;40;5.322;
313860 LIMA DUARTE;11.353;254;885;738;1.799;894;49;15.972;
313862 LIMEIRA DO OESTE;3.814;508;2.245;82;1;149;8;6.807;
313865 LONTRA;42;59;7.605;-;12;15;644;8.377;
313867 LUISBURGO;1.593;20;1.645;867;1.805;285;11;6.226;
313868 LUISLANDIA;21;9;4.814;41;-;92;1.412;6.389;
313870 LUMINARIAS;3.949;21;1.142;87;127;35;25;5.386;
313880 LUZ;14.792;465;2.029;6;10;17;43;17.362;
313890 MACHACALIS;5.238;27;1.000;89;231;126;236;6.947;
313900 MACHADO;30.851;596;5.035;160;1.766;38;14;38.460;
313910 MADRE DE DEUS DE MINAS;3.730;40;837;72;151;40;3;4.873;
313920 MALACACHETA;10.024;1.502;5.708;266;357;270;481;18.608;
313925 MAMONAS;301;24;5.778;4;-;6;198;6.311;
313930 MANGA;156;714;16.703;54;2;64;2.020;19.713;
313940 MANHUACU;56.277;1.539;4.719;1.398;14.362;791;138;79.224;
313950 MANHUMIRIM;14.100;618;991;272;4.947;266;21;21.215;
313960 MANTENA;19.923;901;2.466;1.091;1.891;314;275;26.861;
313970 MARAVILHAS;4.473;60;2.470;20;19;3;92;7.137;
313980 MAR DE ESPANHA;9.861;195;487;173;949;3;2;11.670;
313990 MARIA DA FE;9.214;198;116;605;3.947;28;40;14.148;
314000 MARIANA;41.231;763;1.409;1.213;8.828;318;98;53.860;
314010 MARILAC;2.959;414;557;105;147;3;26;4.211;
314015 MARIO CAMPOS;5.478;291;7.321;32;42;-;16;13.180;
314020 MARIPA DE MINAS;1.696;55;31;70;926;-;4;2.782;
314030 MARLIERIA;2.680;471;81;10;702;23;16;3.983;
314040 MARMELOPOLIS;1.746;43;44;46;1.015;54;6;2.954;
314050 MARTINHO CAMPOS;3.784;1.514;7.128;29;12;14;30;12.511;
314053 MARTINS SOARES;3.353;219;471;288;2.376;437;10;7.154;
314055 MATA VERDE;5.645;-;1.390;226;62;178;351;7.852;
314060 MATERLANDIA;1.627;30;2.370;-;415;19;109;4.570;
314070 MATEUS LEME;15.284;1.625;10.361;26;386;24;59;27.765;
314080 MATIAS BARBOSA;9.258;226;661;275;2.690;255;3;13.368;
314085 MATIAS CARDOSO;52;2.061;5.969;78;5;91;1.700;9.956;
314090 MATIPO;12.332;67;637;276;4.015;144;75;17.546;
314100 MATO VERDE;154;38;11.953;89;-;47;363;12.644;
314110 MATOZINHOS;22.079;659;10.958;27;42;39;34;33.838;
314120 MATUTINA;2.471;687;423;6;122;36;4;3.749;
314130 MEDEIROS;1.660;719;893;76;30;33;11;3.422;
314140 MEDINA;13.507;829;4.908;51;60;204;1.396;20.955;
314150 MENDES PIMENTEL;2.878;206;1.134;637;1.092;191;183;6.321;
314160 MERCES;6.364;376;837;89;2.564;56;32;10.318;
314170 MESQUITA;3.247;366;458;124;1.720;86;45;6.046;
314180 MINAS NOVAS;4.741;274;20.929;382;127;290;3.879;30.622;
314190 MINDURI;3.262;88;304;21;128;4;1;3.808;
314200 MIRABELA;122;837;11.264;82;-;42;644;12.991;
314210 MIRADOURO;5.954;387;570;1.622;1.538;70;23;10.164;
314220 MIRAI;11.361;203;110;738;1.231;31;13;13.687;
314225 MIRAVANIA;20;125;3.428;118;-;65;743;4.499;
314230 MOEDA;1.322;194;2.676;145;223;97;16;4.673;
314240 MOEMA;4.975;11;2.000;2;-;2;7;6.997;
314250 MONJOLOS;3;58;2.159;2;4;23;84;2.333;
314260 MONSENHOR PAULO;6.162;342;1.416;125;67;8;4;8.124;
314270 MONTALVANIA;372;786;12.065;132;3;587;1.858;15.803;
314280 MONTE ALEGRE DE MINAS;13.976;302;4.530;101;79;335;56;19.379;
314290 MONTE AZUL;1.703;280;18.487;30;194;476;741;21.911;
314300 MONTE BELO;8.345;537;3.781;14;69;23;13;12.782;
314310 MONTE CARMELO;39.174;1.420;4.607;97;69;55;90;45.512;
314315 MONTE FORMOSO;1.472;96;2.159;25;295;26;570;4.643;
314320 MONTE SANTO DE MINAS;16.216;1.787;2.847;70;93;40;-;21.053;
314330 MONTES CLAROS;328.309;7.086;20.255;424;273;422;2.240;359.009;
314340 MONTE SIAO;15.885;2.113;1.595;44;1.322;14;23;20.996;
314345 MONTEZUMA;1.785;77;4.004;29;-;28;1.517;7.440;
314350 MORADA NOVA DE MINAS;77;100;7.885;33;-;18;59;8.172;
314360 MORRO DA GARCA;1.051;28;1.503;23;-;18;30;2.653;
314370 MORRO DO PILAR;1.419;234;1.100;207;216;114;100;3.390;
314380 MUNHOZ;2.572;434;1.421;195;1.568;20;31;6.241;
314390 MURIAE;87.592;1.236;1.335;1.645;7.712;389;63;99.972;
314400 MUTUM;11.601;481;6.835;2.498;4.243;746;158;26.562;
314410 MUZAMBINHO;15.295;1.601;2.945;146;305;15;2;20.309;
314420 NACIP RAYDAN;1.821;12;848;84;189;45;110;3.109;
314430 NANUQUE;29.988;2.074;3.579;1.703;2.248;593;405;40.590;
314435 NAQUE;4.971;31;682;2;498;90;41;6.315;
314437 NATALANDIA;1.735;26;1.318;17;-;51;109;3.256;
314440 NATERCIA;2.211;46;210;162;1.965;12;4;4.610;
314450 NAZARENO;5.202;130;2.430;34;68;21;34;7.919;
314460 NEPOMUCENO;19.550;875;4.437;79;429;75;63;25.508;
314465 NINHEIRA;493;829;6.183;339;3;243;1.711;9.801;
314467 NOVA BELEM;1.129;523;742;262;756;49;266;3.727;
314470 NOVA ERA;14.387;186;221;10;2.365;233;53;17.455;
314480 NOVA LIMA;64.087;11.338;3.099;265;1.257;153;40;80.239;
